Incident_ID,Date,Location,Department,Object_Type,Severity,Incident_Count,Shift,Inspection_Type,Weather_Condition
48093,2028-06-26 20:00:00,Assembly Line,Maintenance,Metal Scrap,Low,4,Morning,Routine,Humid
48094,2028-06-26 21:00:00,Warehouse,Production,Tools,Medium,6,Night,Random,Clear
48095,2028-06-26 22:00:00,Assembly Line,Logistics,Plastic,High,2,Night,Routine,Clear
48096,2028-06-26 23:00:00,Runway,Production,Metal Scrap,High,2,Night,Routine,Dusty
48097,2028-06-27 00:00:00,Warehouse,Quality,Metal Scrap,Low,1,Evening,Routine,Rainy
48098,2028-06-27 01:00:00,Warehouse,Maintenance,Metal Scrap,Medium,3,Evening,Routine,Humid
48099,2028-06-27 02:00:00,Taxiway,Maintenance,Metal Scrap,Low,2,Evening,Random,Clear
48100,2028-06-27 03:00:00,Hangar,Logistics,Metal Scrap,Low,1,Morning,Routine,Dusty
48101,2028-06-27 04:00:00,Runway,Quality,Plastic,Low,6,Morning,Random,Clear
48102,2028-06-27 05:00:00,Warehouse,Maintenance,Tools,Medium,1,Evening,Routine,Humid
48103,2028-06-27 06:00:00,Hangar,Maintenance,Rubber,Low,1,Evening,Routine,Clear
48104,2028-06-27 07:00:00,Hangar,Maintenance,Plastic,Low,1,Evening,Random,Clear
48105,2028-06-27 08:00:00,Runway,Maintenance,Plastic,Low,2,Morning,Audit,Clear
48106,2028-06-27 09:00:00,Runway,Quality,Metal Scrap,Low,5,Evening,Routine,Clear
48107,2028-06-27 10:00:00,Assembly Line,Logistics,Rubber,High,2,Morning,Routine,Clear
48108,2028-06-27 11:00:00,Assembly Line,Production,Metal Scrap,Medium,1,Night,Random,Clear
48109,2028-06-27 12:00:00,Warehouse,Production,Glass,Medium,5,Night,Random,Clear
48110,2028-06-27 13:00:00,Warehouse,Logistics,Rubber,Low,3,Night,Routine,Humid
48111,2028-06-27 14:00:00,Warehouse,Logistics,Metal Scrap,Low,1,Evening,Audit,Clear
48112,2028-06-27 15:00:00,Assembly Line,Quality,Glass,Medium,3,Night,Routine,Dusty
48113,2028-06-27 16:00:00,Warehouse,Production,Tools,High,2,Evening,Routine,Humid
48114,2028-06-27 17:00:00,Warehouse,Logistics,Rubber,Low,4,Morning,Random,Clear
48115,2028-06-27 18:00:00,Assembly Line,Maintenance,Rubber,Medium,2,Morning,Audit,Humid
48116,2028-06-27 19:00:00,Assembly Line,Quality,Tools,Low,8,Morning,Random,Dusty
48117,2028-06-27 20:00:00,Warehouse,Logistics,Plastic,Low,1,Evening,Audit,Clear
48118,2028-06-27 21:00:00,Warehouse,Production,Plastic,Low,3,Morning,Audit,Clear
48119,2028-06-27 22:00:00,Hangar,Maintenance,Tools,Medium,2,Evening,Audit,Clear
48120,2028-06-27 23:00:00,Taxiway,Logistics,Metal Scrap,High,4,Morning,Random,Clear
48121,2028-06-28 00:00:00,Assembly Line,Production,Metal Scrap,Low,6,Night,Audit,Clear
48122,2028-06-28 01:00:00,Taxiway,Quality,Metal Scrap,Medium,2,Morning,Routine,Rainy
48123,2028-06-28 02:00:00,Assembly Line,Production,Tools,Low,1,Morning,Routine,Clear
48124,2028-06-28 03:00:00,Hangar,Production,Metal Scrap,Low,1,Evening,Audit,Humid
48125,2028-06-28 04:00:00,Taxiway,Production,Metal Scrap,Low,1,Morning,Routine,Rainy
48126,2028-06-28 05:00:00,Hangar,Quality,Metal Scrap,Medium,2,Evening,Random,Humid
48127,2028-06-28 06:00:00,Runway,Logistics,Tools,Low,7,Night,Random,Clear
48128,2028-06-28 07:00:00,Taxiway,Logistics,Metal Scrap,Low,5,Evening,Random,Humid
48129,2028-06-28 08:00:00,Taxiway,Maintenance,Plastic,Medium,5,Night,Routine,Rainy
48130,2028-06-28 09:00:00,Taxiway,Logistics,Rubber,Low,5,Morning,Routine,Clear
48131,2028-06-28 10:00:00,Runway,Quality,Metal Scrap,Low,2,Evening,Routine,Clear
48132,2028-06-28 11:00:00,Runway,Production,Rubber,Low,4,Morning,Routine,Humid
48133,2028-06-28 12:00:00,Hangar,Quality,Tools,Low,1,Evening,Routine,Dusty
48134,2028-06-28 13:00:00,Runway,Production,Tools,Low,2,Evening,Random,Clear
48135,2028-06-28 14:00:00,Assembly Line,Logistics,Rubber,Medium,3,Night,Random,Clear
48136,2028-06-28 15:00:00,Warehouse,Maintenance,Plastic,High,1,Morning,Random,Rainy
48137,2028-06-28 16:00:00,Taxiway,Maintenance,Rubber,Low,1,Night,Routine,Rainy
48138,2028-06-28 17:00:00,Hangar,Logistics,Rubber,Medium,3,Morning,Routine,Dusty
48139,2028-06-28 18:00:00,Hangar,Production,Plastic,High,3,Night,Routine,Clear
48140,2028-06-28 19:00:00,Hangar,Logistics,Rubber,Medium,3,Night,Random,Dusty
48141,2028-06-28 20:00:00,Hangar,Quality,Metal Scrap,Medium,3,Morning,Routine,Dusty
48142,2028-06-28 21:00:00,Taxiway,Logistics,Metal Scrap,Low,7,Morning,Random,Dusty
48143,2028-06-28 22:00:00,Hangar,Logistics,Metal Scrap,Medium,7,Morning,Routine,Clear
48144,2028-06-28 23:00:00,Taxiway,Production,Plastic,Low,1,Evening,Routine,Dusty
48145,2028-06-29 00:00:00,Hangar,Logistics,Metal Scrap,Low,3,Night,Routine,Dusty
48146,2028-06-29 01:00:00,Hangar,Quality,Plastic,Low,3,Morning,Routine,Humid
48147,2028-06-29 02:00:00,Warehouse,Logistics,Plastic,Low,1,Evening,Random,Clear
48148,2028-06-29 03:00:00,Assembly Line,Quality,Rubber,Low,1,Evening,Audit,Clear
48149,2028-06-29 04:00:00,Runway,Logistics,Metal Scrap,Low,2,Morning,Random,Clear
48150,2028-06-29 05:00:00,Runway,Production,Plastic,Low,2,Night,Random,Humid
48151,2028-06-29 06:00:00,Runway,Maintenance,Metal Scrap,Low,2,Night,Random,Humid
48152,2028-06-29 07:00:00,Assembly Line,Maintenance,Metal Scrap,Low,1,Morning,Audit,Clear
48153,2028-06-29 08:00:00,Taxiway,Quality,Rubber,Low,7,Night,Random,Clear
48154,2028-06-29 09:00:00,Runway,Logistics,Metal Scrap,Medium,5,Evening,Random,Dusty
48155,2028-06-29 10:00:00,Runway,Production,Metal Scrap,Low,1,Evening,Random,Humid
48156,2028-06-29 11:00:00,Runway,Logistics,Rubber,Low,8,Evening,Routine,Clear
48157,2028-06-29 12:00:00,Taxiway,Production,Metal Scrap,Medium,1,Morning,Routine,Dusty
48158,2028-06-29 13:00:00,Assembly Line,Production,Rubber,High,1,Night,Routine,Clear
48159,2028-06-29 14:00:00,Assembly Line,Logistics,Plastic,Low,3,Night,Routine,Clear
48160,2028-06-29 15:00:00,Taxiway,Logistics,Metal Scrap,Low,1,Night,Routine,Rainy
48161,2028-06-29 16:00:00,Warehouse,Maintenance,Tools,High,1,Evening,Routine,Clear
48162,2028-06-29 17:00:00,Hangar,Logistics,Plastic,Medium,1,Morning,Routine,Clear
48163,2028-06-29 18:00:00,Taxiway,Maintenance,Plastic,Medium,8,Night,Routine,Clear
48164,2028-06-29 19:00:00,Hangar,Quality,Tools,Low,2,Night,Audit,Clear
48165,2028-06-29 20:00:00,Assembly Line,Maintenance,Tools,Low,2,Morning,Random,Clear
48166,2028-06-29 21:00:00,Hangar,Maintenance,Rubber,Medium,3,Evening,Random,Rainy
48167,2028-06-29 22:00:00,Runway,Production,Tools,Medium,5,Morning,Routine,Clear
48168,2028-06-29 23:00:00,Hangar,Production,Plastic,Low,2,Morning,Routine,Clear
48169,2028-06-30 00:00:00,Hangar,Maintenance,Rubber,Medium,2,Evening,Audit,Clear
48170,2028-06-30 01:00:00,Assembly Line,Quality,Metal Scrap,Medium,1,Morning,Random,Clear
48171,2028-06-30 02:00:00,Warehouse,Production,Tools,Medium,1,Night,Random,Humid
48172,2028-06-30 03:00:00,Hangar,Quality,Tools,Low,2,Morning,Random,Humid
48173,2028-06-30 04:00:00,Assembly Line,Maintenance,Tools,Low,7,Morning,Routine,Humid
48174,2028-06-30 05:00:00,Runway,Logistics,Metal Scrap,High,3,Evening,Audit,Clear
48175,2028-06-30 06:00:00,Hangar,Maintenance,Metal Scrap,Medium,6,Night,Routine,Humid
48176,2028-06-30 07:00:00,Hangar,Logistics,Plastic,Low,7,Night,Random,Clear
48177,2028-06-30 08:00:00,Runway,Production,Plastic,High,1,Night,Random,Clear
48178,2028-06-30 09:00:00,Taxiway,Production,Plastic,High,4,Morning,Random,Humid
48179,2028-06-30 10:00:00,Warehouse,Production,Metal Scrap,Low,2,Morning,Random,Humid
48180,2028-06-30 11:00:00,Runway,Production,Metal Scrap,Medium,6,Morning,Audit,Clear
48181,2028-06-30 12:00:00,Runway,Maintenance,Tools,Low,7,Evening,Audit,Clear
48182,2028-06-30 13:00:00,Runway,Maintenance,Metal Scrap,Low,1,Morning,Routine,Dusty
48183,2028-06-30 14:00:00,Taxiway,Production,Metal Scrap,High,1,Evening,Routine,Clear
48184,2028-06-30 15:00:00,Runway,Quality,Rubber,Medium,1,Evening,Audit,Clear
48185,2028-06-30 16:00:00,Taxiway,Logistics,Metal Scrap,Low,2,Evening,Routine,Clear
48186,2028-06-30 17:00:00,Warehouse,Production,Metal Scrap,Low,1,Morning,Routine,Clear
48187,2028-06-30 18:00:00,Taxiway,Production,Plastic,Low,1,Morning,Routine,Humid
48188,2028-06-30 19:00:00,Warehouse,Production,Rubber,Medium,7,Night,Routine,Clear
48189,2028-06-30 20:00:00,Warehouse,Quality,Glass,Low,4,Evening,Audit,Rainy
48190,2028-06-30 21:00:00,Warehouse,Production,Rubber,Low,2,Morning,Random,Rainy
48191,2028-06-30 22:00:00,Assembly Line,Logistics,Plastic,Medium,6,Morning,Random,Clear
48192,2028-06-30 23:00:00,Warehouse,Logistics,Rubber,Low,1,Evening,Random,Humid
48193,2028-07-01 00:00:00,Taxiway,Maintenance,Tools,Medium,1,Morning,Audit,Dusty
48194,2028-07-01 01:00:00,Assembly Line,Quality,Metal Scrap,Low,1,Morning,Random,Clear
48195,2028-07-01 02:00:00,Runway,Maintenance,Plastic,Low,2,Night,Random,Rainy
48196,2028-07-01 03:00:00,Runway,Quality,Tools,Low,5,Evening,Audit,Humid
48197,2028-07-01 04:00:00,Hangar,Quality,Tools,Low,2,Night,Audit,Clear
48198,2028-07-01 05:00:00,Warehouse,Logistics,Tools,Low,2,Morning,Routine,Humid
48199,2028-07-01 06:00:00,Hangar,Production,Plastic,Medium,1,Evening,Routine,Dusty
48200,2028-07-01 07:00:00,Warehouse,Logistics,Rubber,Low,3,Morning,Routine,Clear
48201,2028-07-01 08:00:00,Warehouse,Maintenance,Glass,Low,4,Evening,Random,Clear
48202,2028-07-01 09:00:00,Taxiway,Quality,Plastic,Low,2,Morning,Routine,Humid
48203,2028-07-01 10:00:00,Taxiway,Maintenance,Metal Scrap,Medium,6,Evening,Random,Humid
48204,2028-07-01 11:00:00,Runway,Logistics,Tools,Low,1,Night,Audit,Rainy
48205,2028-07-01 12:00:00,Assembly Line,Quality,Metal Scrap,Medium,1,Morning,Audit,Humid
48206,2028-07-01 13:00:00,Runway,Production,Tools,Low,4,Morning,Routine,Clear
48207,2028-07-01 14:00:00,Warehouse,Quality,Tools,Medium,3,Night,Routine,Clear
48208,2028-07-01 15:00:00,Assembly Line,Maintenance,Plastic,Low,6,Night,Routine,Dusty
48209,2028-07-01 16:00:00,Hangar,Maintenance,Plastic,Low,1,Evening,Routine,Clear
48210,2028-07-01 17:00:00,Warehouse,Maintenance,Metal Scrap,High,1,Morning,Routine,Clear
48211,2028-07-01 18:00:00,Taxiway,Maintenance,Metal Scrap,Low,2,Morning,Random,Clear
48212,2028-07-01 19:00:00,Runway,Quality,Metal Scrap,Medium,2,Night,Routine,Clear
48213,2028-07-01 20:00:00,Runway,Quality,Plastic,High,8,Evening,Routine,Dusty
48214,2028-07-01 21:00:00,Hangar,Logistics,Metal Scrap,Medium,2,Night,Routine,Clear
48215,2028-07-01 22:00:00,Runway,Logistics,Tools,Low,1,Evening,Routine,Clear
48216,2028-07-01 23:00:00,Runway,Quality,Tools,Low,8,Morning,Routine,Humid
48217,2028-07-02 00:00:00,Assembly Line,Logistics,Plastic,Low,8,Morning,Routine,Dusty
48218,2028-07-02 01:00:00,Warehouse,Quality,Metal Scrap,Low,4,Morning,Routine,Dusty
48219,2028-07-02 02:00:00,Assembly Line,Production,Tools,Low,3,Morning,Routine,Clear
48220,2028-07-02 03:00:00,Assembly Line,Quality,Metal Scrap,Low,4,Morning,Random,Humid
48221,2028-07-02 04:00:00,Runway,Logistics,Metal Scrap,Medium,2,Night,Routine,Rainy
48222,2028-07-02 05:00:00,Warehouse,Production,Metal Scrap,Low,1,Evening,Random,Humid
48223,2028-07-02 06:00:00,Runway,Logistics,Tools,Low,2,Evening,Random,Humid
48224,2028-07-02 07:00:00,Runway,Quality,Plastic,Medium,2,Morning,Random,Clear
48225,2028-07-02 08:00:00,Assembly Line,Logistics,Tools,Low,5,Evening,Routine,Clear
48226,2028-07-02 09:00:00,Taxiway,Quality,Metal Scrap,Medium,1,Morning,Routine,Clear
48227,2028-07-02 10:00:00,Taxiway,Logistics,Plastic,Medium,3,Evening,Random,Clear
48228,2028-07-02 11:00:00,Assembly Line,Logistics,Metal Scrap,Low,8,Night,Random,Clear
48229,2028-07-02 12:00:00,Assembly Line,Quality,Tools,Low,2,Morning,Audit,Clear
48230,2028-07-02 13:00:00,Runway,Production,Glass,Medium,6,Evening,Random,Dusty
48231,2028-07-02 14:00:00,Warehouse,Quality,Rubber,Medium,2,Night,Audit,Humid
48232,2028-07-02 15:00:00,Runway,Quality,Rubber,Medium,7,Morning,Routine,Clear
48233,2028-07-02 16:00:00,Runway,Quality,Metal Scrap,Low,1,Evening,Routine,Clear
48234,2028-07-02 17:00:00,Hangar,Maintenance,Plastic,Medium,1,Evening,Audit,Rainy
48235,2028-07-02 18:00:00,Runway,Maintenance,Metal Scrap,Low,3,Morning,Random,Clear
48236,2028-07-02 19:00:00,Warehouse,Logistics,Rubber,Medium,8,Night,Audit,Clear
48237,2028-07-02 20:00:00,Runway,Maintenance,Tools,Low,1,Night,Random,Humid
48238,2028-07-02 21:00:00,Assembly Line,Production,Plastic,Low,1,Evening,Routine,Dusty
48239,2028-07-02 22:00:00,Warehouse,Quality,Metal Scrap,Low,2,Night,Routine,Rainy
48240,2028-07-02 23:00:00,Assembly Line,Production,Metal Scrap,Medium,1,Evening,Routine,Clear
48241,2028-07-03 00:00:00,Hangar,Quality,Plastic,Low,6,Night,Audit,Clear
48242,2028-07-03 01:00:00,Hangar,Production,Plastic,Low,8,Morning,Audit,Clear
48243,2028-07-03 02:00:00,Warehouse,Maintenance,Rubber,Medium,1,Morning,Routine,Humid
48244,2028-07-03 03:00:00,Taxiway,Quality,Metal Scrap,Low,1,Evening,Random,Dusty
48245,2028-07-03 04:00:00,Taxiway,Maintenance,Glass,Medium,4,Night,Routine,Rainy
48246,2028-07-03 05:00:00,Warehouse,Maintenance,Rubber,Low,7,Evening,Audit,Clear
48247,2028-07-03 06:00:00,Warehouse,Quality,Plastic,High,2,Evening,Audit,Clear
48248,2028-07-03 07:00:00,Assembly Line,Production,Tools,Low,2,Evening,Audit,Clear
48249,2028-07-03 08:00:00,Hangar,Logistics,Tools,Medium,5,Morning,Random,Clear
48250,2028-07-03 09:00:00,Warehouse,Maintenance,Metal Scrap,Low,2,Night,Audit,Clear
48251,2028-07-03 10:00:00,Runway,Maintenance,Rubber,Low,7,Morning,Routine,Clear
48252,2028-07-03 11:00:00,Assembly Line,Quality,Metal Scrap,Medium,6,Evening,Routine,Clear
48253,2028-07-03 12:00:00,Hangar,Quality,Tools,Low,3,Evening,Random,Humid
48254,2028-07-03 13:00:00,Assembly Line,Production,Metal Scrap,Medium,1,Morning,Routine,Clear
48255,2028-07-03 14:00:00,Hangar,Maintenance,Metal Scrap,Medium,1,Evening,Random,Clear
48256,2028-07-03 15:00:00,Runway,Logistics,Tools,Low,6,Morning,Audit,Clear
48257,2028-07-03 16:00:00,Hangar,Maintenance,Plastic,Medium,2,Morning,Random,Dusty
48258,2028-07-03 17:00:00,Assembly Line,Production,Rubber,Low,1,Night,Routine,Clear
48259,2028-07-03 18:00:00,Hangar,Logistics,Metal Scrap,Medium,3,Night,Routine,Clear
48260,2028-07-03 19:00:00,Assembly Line,Quality,Rubber,Low,3,Evening,Random,Clear
48261,2028-07-03 20:00:00,Warehouse,Quality,Plastic,Low,4,Evening,Routine,Humid
48262,2028-07-03 21:00:00,Runway,Quality,Metal Scrap,Low,2,Morning,Random,Rainy
48263,2028-07-03 22:00:00,Assembly Line,Production,Metal Scrap,Low,2,Morning,Routine,Clear
48264,2028-07-03 23:00:00,Taxiway,Quality,Metal Scrap,Medium,1,Morning,Audit,Humid
48265,2028-07-04 00:00:00,Taxiway,Logistics,Tools,Low,7,Night,Routine,Dusty
48266,2028-07-04 01:00:00,Hangar,Quality,Glass,Low,2,Night,Routine,Dusty
48267,2028-07-04 02:00:00,Warehouse,Production,Rubber,Medium,3,Morning,Random,Dusty
48268,2028-07-04 03:00:00,Warehouse,Maintenance,Rubber,Low,1,Morning,Routine,Clear
48269,2028-07-04 04:00:00,Taxiway,Maintenance,Metal Scrap,Low,1,Morning,Routine,Clear
48270,2028-07-04 05:00:00,Hangar,Logistics,Rubber,High,4,Morning,Routine,Clear
48271,2028-07-04 06:00:00,Warehouse,Production,Metal Scrap,Medium,3,Evening,Random,Humid
48272,2028-07-04 07:00:00,Warehouse,Quality,Plastic,Medium,2,Night,Random,Dusty
48273,2028-07-04 08:00:00,Hangar,Quality,Metal Scrap,Medium,2,Evening,Routine,Rainy
48274,2028-07-04 09:00:00,Assembly Line,Maintenance,Tools,Low,5,Evening,Routine,Clear
48275,2028-07-04 10:00:00,Taxiway,Quality,Plastic,Low,6,Morning,Routine,Clear
48276,2028-07-04 11:00:00,Warehouse,Maintenance,Plastic,Low,4,Evening,Audit,Clear
48277,2028-07-04 12:00:00,Assembly Line,Maintenance,Metal Scrap,Medium,1,Night,Routine,Dusty
48278,2028-07-04 13:00:00,Assembly Line,Quality,Rubber,Low,6,Morning,Routine,Dusty
48279,2028-07-04 14:00:00,Assembly Line,Maintenance,Plastic,Low,2,Morning,Routine,Clear
48280,2028-07-04 15:00:00,Assembly Line,Maintenance,Rubber,Low,1,Morning,Random,Clear
48281,2028-07-04 16:00:00,Runway,Production,Tools,Low,6,Evening,Random,Humid
48282,2028-07-04 17:00:00,Runway,Quality,Metal Scrap,Low,4,Evening,Routine,Clear
48283,2028-07-04 18:00:00,Hangar,Production,Tools,Medium,3,Evening,Routine,Dusty
48284,2028-07-04 19:00:00,Taxiway,Quality,Tools,Medium,2,Night,Random,Clear
48285,2028-07-04 20:00:00,Hangar,Quality,Metal Scrap,Low,3,Night,Routine,Humid
48286,2028-07-04 21:00:00,Runway,Quality,Tools,High,3,Morning,Routine,Rainy
48287,2028-07-04 22:00:00,Hangar,Quality,Plastic,Medium,7,Morning,Routine,Dusty
48288,2028-07-04 23:00:00,Hangar,Logistics,Metal Scrap,High,1,Evening,Random,Rainy
48289,2028-07-05 00:00:00,Assembly Line,Logistics,Tools,Low,4,Evening,Random,Humid
48290,2028-07-05 01:00:00,Warehouse,Maintenance,Metal Scrap,High,2,Evening,Routine,Rainy
48291,2028-07-05 02:00:00,Runway,Production,Metal Scrap,High,7,Morning,Audit,Dusty
48292,2028-07-05 03:00:00,Runway,Production,Tools,Low,1,Night,Random,Clear
48293,2028-07-05 04:00:00,Hangar,Maintenance,Metal Scrap,Low,2,Evening,Routine,Humid
48294,2028-07-05 05:00:00,Warehouse,Production,Tools,Medium,1,Morning,Audit,Rainy
48295,2028-07-05 06:00:00,Hangar,Logistics,Plastic,Low,7,Morning,Random,Clear
48296,2028-07-05 07:00:00,Taxiway,Production,Metal Scrap,Low,2,Morning,Random,Rainy
48297,2028-07-05 08:00:00,Runway,Quality,Rubber,Low,2,Night,Routine,Rainy
48298,2028-07-05 09:00:00,Assembly Line,Quality,Plastic,Low,2,Morning,Random,Clear
48299,2028-07-05 10:00:00,Assembly Line,Quality,Glass,Medium,4,Night,Random,Rainy
48300,2028-07-05 11:00:00,Assembly Line,Quality,Plastic,Low,8,Night,Routine,Clear
48301,2028-07-05 12:00:00,Runway,Maintenance,Tools,Low,1,Night,Routine,Clear
48302,2028-07-05 13:00:00,Runway,Maintenance,Plastic,Low,5,Night,Random,Dusty
48303,2028-07-05 14:00:00,Assembly Line,Logistics,Tools,Low,3,Night,Audit,Dusty
48304,2028-07-05 15:00:00,Runway,Logistics,Metal Scrap,High,1,Morning,Audit,Clear
48305,2028-07-05 16:00:00,Assembly Line,Logistics,Metal Scrap,Medium,1,Morning,Routine,Rainy
48306,2028-07-05 17:00:00,Taxiway,Maintenance,Metal Scrap,Medium,1,Evening,Routine,Clear
48307,2028-07-05 18:00:00,Taxiway,Production,Tools,Low,2,Evening,Routine,Clear
48308,2028-07-05 19:00:00,Taxiway,Quality,Plastic,Low,4,Night,Random,Clear
48309,2028-07-05 20:00:00,Hangar,Production,Tools,Low,1,Evening,Audit,Dusty
48310,2028-07-05 21:00:00,Hangar,Quality,Metal Scrap,Low,2,Evening,Random,Clear
48311,2028-07-05 22:00:00,Warehouse,Logistics,Metal Scrap,High,1,Morning,Audit,Clear
48312,2028-07-05 23:00:00,Warehouse,Quality,Metal Scrap,Low,1,Evening,Random,Dusty
48313,2028-07-06 00:00:00,Warehouse,Production,Metal Scrap,Low,3,Morning,Routine,Clear
48314,2028-07-06 01:00:00,Taxiway,Production,Metal Scrap,Low,2,Morning,Routine,Dusty
48315,2028-07-06 02:00:00,Taxiway,Logistics,Tools,Medium,1,Morning,Random,Clear
48316,2028-07-06 03:00:00,Taxiway,Logistics,Plastic,Medium,1,Morning,Routine,Humid
48317,2028-07-06 04:00:00,Runway,Production,Tools,Medium,2,Morning,Random,Clear
48318,2028-07-06 05:00:00,Runway,Logistics,Metal Scrap,Low,1,Evening,Routine,Dusty
48319,2028-07-06 06:00:00,Taxiway,Maintenance,Tools,Low,5,Morning,Random,Clear
48320,2028-07-06 07:00:00,Assembly Line,Logistics,Metal Scrap,Low,8,Night,Routine,Clear
48321,2028-07-06 08:00:00,Warehouse,Production,Metal Scrap,Medium,1,Evening,Audit,Dusty
48322,2028-07-06 09:00:00,Hangar,Maintenance,Rubber,High,1,Evening,Routine,Clear
48323,2028-07-06 10:00:00,Warehouse,Production,Metal Scrap,Low,4,Night,Routine,Clear
48324,2028-07-06 11:00:00,Assembly Line,Maintenance,Metal Scrap,Medium,1,Evening,Audit,Dusty
48325,2028-07-06 12:00:00,Runway,Logistics,Metal Scrap,Medium,1,Evening,Routine,Clear
48326,2028-07-06 13:00:00,Taxiway,Logistics,Plastic,Low,4,Evening,Random,Clear
48327,2028-07-06 14:00:00,Runway,Production,Tools,Low,3,Evening,Routine,Rainy
48328,2028-07-06 15:00:00,Runway,Maintenance,Tools,Low,2,Night,Audit,Clear
48329,2028-07-06 16:00:00,Assembly Line,Production,Plastic,Low,7,Evening,Routine,Humid
48330,2028-07-06 17:00:00,Runway,Quality,Metal Scrap,Low,1,Morning,Routine,Dusty
48331,2028-07-06 18:00:00,Runway,Logistics,Glass,Low,3,Evening,Routine,Clear
48332,2028-07-06 19:00:00,Warehouse,Production,Tools,Medium,1,Morning,Audit,Humid
48333,2028-07-06 20:00:00,Warehouse,Production,Rubber,Low,7,Morning,Routine,Dusty
48334,2028-07-06 21:00:00,Assembly Line,Quality,Tools,Low,6,Morning,Routine,Rainy
48335,2028-07-06 22:00:00,Taxiway,Quality,Tools,Low,1,Night,Routine,Rainy
48336,2028-07-06 23:00:00,Warehouse,Maintenance,Metal Scrap,Medium,4,Evening,Random,Clear
48337,2028-07-07 00:00:00,Runway,Quality,Tools,Low,8,Morning,Random,Dusty
48338,2028-07-07 01:00:00,Hangar,Maintenance,Metal Scrap,Medium,4,Evening,Random,Dusty
48339,2028-07-07 02:00:00,Warehouse,Production,Rubber,Medium,1,Evening,Audit,Clear
48340,2028-07-07 03:00:00,Hangar,Quality,Metal Scrap,Medium,3,Evening,Random,Humid
48341,2028-07-07 04:00:00,Taxiway,Maintenance,Tools,Medium,3,Night,Routine,Dusty
48342,2028-07-07 05:00:00,Runway,Production,Metal Scrap,Low,2,Morning,Random,Clear
48343,2028-07-07 06:00:00,Warehouse,Maintenance,Glass,Low,1,Night,Audit,Clear
48344,2028-07-07 07:00:00,Taxiway,Production,Tools,Medium,2,Morning,Random,Dusty
48345,2028-07-07 08:00:00,Assembly Line,Maintenance,Tools,Low,6,Night,Audit,Dusty
48346,2028-07-07 09:00:00,Taxiway,Logistics,Metal Scrap,Medium,6,Evening,Audit,Clear
48347,2028-07-07 10:00:00,Assembly Line,Production,Plastic,Low,2,Evening,Random,Humid
48348,2028-07-07 11:00:00,Assembly Line,Production,Plastic,Low,1,Evening,Routine,Clear
48349,2028-07-07 12:00:00,Warehouse,Maintenance,Rubber,Medium,2,Evening,Random,Clear
48350,2028-07-07 13:00:00,Hangar,Production,Metal Scrap,Medium,2,Morning,Random,Clear
48351,2028-07-07 14:00:00,Assembly Line,Maintenance,Rubber,Low,1,Morning,Routine,Rainy
48352,2028-07-07 15:00:00,Runway,Production,Tools,Medium,2,Morning,Random,Clear
48353,2028-07-07 16:00:00,Warehouse,Quality,Metal Scrap,Low,3,Morning,Random,Humid
48354,2028-07-07 17:00:00,Assembly Line,Quality,Plastic,High,1,Morning,Random,Clear
48355,2028-07-07 18:00:00,Warehouse,Maintenance,Metal Scrap,Medium,1,Night,Routine,Clear
48356,2028-07-07 19:00:00,Runway,Logistics,Rubber,Low,3,Morning,Random,Humid
48357,2028-07-07 20:00:00,Warehouse,Quality,Metal Scrap,Low,5,Morning,Random,Dusty
48358,2028-07-07 21:00:00,Warehouse,Quality,Tools,Low,4,Morning,Routine,Rainy
48359,2028-07-07 22:00:00,Assembly Line,Production,Metal Scrap,High,6,Evening,Audit,Humid
48360,2028-07-07 23:00:00,Taxiway,Logistics,Tools,High,5,Morning,Audit,Clear
48361,2028-07-08 00:00:00,Warehouse,Logistics,Glass,Low,2,Morning,Routine,Humid
48362,2028-07-08 01:00:00,Assembly Line,Logistics,Metal Scrap,Low,6,Night,Routine,Clear
48363,2028-07-08 02:00:00,Runway,Logistics,Metal Scrap,Medium,2,Night,Routine,Humid
48364,2028-07-08 03:00:00,Runway,Logistics,Metal Scrap,Medium,1,Morning,Routine,Clear
48365,2028-07-08 04:00:00,Taxiway,Logistics,Rubber,High,3,Evening,Random,Dusty
48366,2028-07-08 05:00:00,Runway,Quality,Metal Scrap,Low,7,Morning,Routine,Clear
48367,2028-07-08 06:00:00,Assembly Line,Maintenance,Plastic,Low,4,Night,Routine,Humid
48368,2028-07-08 07:00:00,Taxiway,Maintenance,Metal Scrap,Medium,3,Night,Routine,Humid
48369,2028-07-08 08:00:00,Assembly Line,Logistics,Plastic,Low,5,Night,Routine,Dusty
48370,2028-07-08 09:00:00,Taxiway,Production,Plastic,Medium,1,Morning,Audit,Clear
48371,2028-07-08 10:00:00,Taxiway,Quality,Glass,Low,1,Evening,Random,Clear
48372,2028-07-08 11:00:00,Assembly Line,Production,Metal Scrap,Low,4,Morning,Random,Humid
48373,2028-07-08 12:00:00,Taxiway,Quality,Metal Scrap,Low,2,Morning,Routine,Clear
48374,2028-07-08 13:00:00,Assembly Line,Quality,Plastic,Medium,6,Evening,Audit,Dusty
48375,2028-07-08 14:00:00,Runway,Quality,Metal Scrap,Low,1,Evening,Random,Clear
48376,2028-07-08 15:00:00,Runway,Production,Plastic,Low,2,Night,Random,Clear
48377,2028-07-08 16:00:00,Warehouse,Production,Plastic,Low,3,Evening,Routine,Clear
